Table 3. -- Equations and parameters for diameter-based biomass equations,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species,Common Name,Component ID,Equation Form ID,a,b,c,d,e,Diameter,Corrected for bias,Bias correction (CF),r,R2,MinDiameter,MaxDiameter,Sample size,Stump height,Top d.o.b.,Units diameter,Units biomass,Component,Component sum,Ratio equation,Segmented equation,Equation number,Source,Notes
832,chestnut oak,4,4,0,0,0.63137,1.46903,,d.b.h.^2,yes,0,0,0.98,14.22,27.69,18,6,,in,lb,swm,,y,y,1,36,0.5' stump; bias correction included in the model; segmented equation has the same R2 as its other half
832,chestnut oak,4,4,0,0,3.73598,1.09831,,d.b.h.^2,yes,0,0,0.98,29.21,56.64,32,7.2,,in,lb,swm,,y,y,1,36,0.6' stump; bias correction included in the model; segmented equation has the same R2 as its other half
832,chestnut oak,4,1,-1.778,2.918,1,,,d.b.h.,yes,1.013,0,0.99,10.6,57.5,10,0,0,cm,kg,na,c,,,1,102,stump not mentioned but tree height to base is recorded so assume no stump
832,chestnut oak,4,4,64.04694,-34.61206,7.8358,2,,d.b.h.,no,0,0,0.99,5.08,40.64,19,6,4,in,lb,swm,,,,1,175,6-inch stump to 4-inch top; sample size between 19 and 22 for all species (use 19 as conservative estimate)
832,chestnut oak,5,1,-1.964,2.564,1,,,d.b.h.,yes,1.019,0,0.98,10.6,57.5,10,0,0,cm,kg,na,c,,,1,102,stump not mentioned but tree height to base is recorded so assume no stump
832,chestnut oak,5,4,0,0,0.31466,2.42068,,d.b.h.,no,0,0,0.97,5.08,40.64,19,6,4,in,lb,sbm,,,,1,175,6-inch stump to 4-inch top; sample size between 19 and 22 for all species (use 19 as conservative estimate)
832,chestnut oak,6,4,0,0,1.74635,1.26402,,d.b.h.^2,yes,0,0,0.99,3.05,27.43,34,4.2,,in,lb,na,,y,y,1,34,"0.35' stump (avg between 0.2' and 0.5' for 1-5"" and 5-11-inch d.b.h., respectively); bias correction included in the model; segmented equation has the same R2 as its other half"
832,chestnut oak,6,4,0,0,0.89495,1.44204,,d.b.h.^2,yes,0,0,0.98,14.22,27.69,18,6,,in,lb,na,,y,y,1,36,0.5' stump; bias correction included in the model; segmented equation has the same R2 as its other half
832,chestnut oak,6,4,0,0,5.3841,1.06787,,d.b.h.^2,yes,0,0,0.98,29.21,56.64,32,7.2,,in,lb,na,,y,y,1,36,0.6' stump; bias correction included in the model; segmented equation has the same R2 as its other half
832,chestnut oak,6,4,0,0,1.71389,2.5226,,d.b.h.,no,0,0,0.98,5.08,40.64,19,6,4,in,lb,na,,,,1,175,6-inch stump to 4-inch top; sample size between 19 and 22 for all species (use 19 as conservative estimate)
832,chestnut oak,13,1,-2.871,3.238,1,,,d.b.h.,yes,1.182,0,0.88,10.6,57.5,10,,,cm,kg,na,c,,,1,102,
832,chestnut oak,13,4,112.26122,-30.27026,3.3513,2,,d.b.h.,no,0,0,0.96,5.08,40.64,19,,,in,lb,na,,,,1,175,no leaves; sample size between 19 and 22 for all species (use 19 as conservative estimate)
832,chestnut oak,13,4,72.16416,-19.54757,2.40804,2,,d.b.h.,no,0,0,0.97,5.08,40.64,19,,,in,lb,na,,,,1,175,WOOD ONLY on branches; 19 conservative sample size because all spp between 19 and 22 stems
832,chestnut oak,13,4,40.302,-10.76888,0.94524,2,,d.b.h.,no,0,0,0.9,5.08,40.64,19,,,in,lb,na,,,,1,175,BARK ONLY on branches; 19 conservative sample size because all spp between 19 and 22 stems
832,chestnut oak,14,4,0,0,0.48999,2.3693,,d.b.h.,no,0,0,0.98,5.08,40.64,19,6,,in,lb,na,,,,1,175,sample size between 19 and 22 for all species (use 19 as conservative estimate)
832,chestnut oak,15,4,0,0,1.47803,1.29164,,d.b.h.^2,yes,0,0,0.98,3.05,27.43,34,4.2,,in,lb,na,,,y,1,34,"0.35' stump (avg between 0.2' and 0.5' for 1-5"" and 5-11-inch d.b.h., respectively); bias correction included in the model; segmented equation has the same R2 as its other half"
832,chestnut oak,15,4,0,0,0.62578,1.49459,,d.b.h.^2,yes,0,0,0.98,14.22,27.69,18,6,,in,lb,na,,,y,1,36,0.5' stump; bias correction included in the model; segmented equation has the same R2 as its other half
832,chestnut oak,15,4,0,0,2.57329,1.19976,,d.b.h.^2,yes,0,0,0.98,29.21,56.64,23,7.2,,in,lb,na,,,y,1,36,0.6' stump; bias correction included in the model; segmented equation has the same R2 as its other half
832,chestnut oak,15,4,0,0,1.63332,2.57224,,d.b.h.,no,0,0,0.99,5.08,40.64,19,6,,in,lb,na,,,,1,175,sample size between 19 and 22 for all species (use 19 as conservative estimate)
832,chestnut oak,16,4,0,0,1.5509,2.7276,,d.b.h.,yes,0,0,0.99,5.08,50.8,13,6,,in,lb,na,,,,1,18,assume 6-inch stump; foliage mass was deducted from those stems whose weight was measured during the growing season; bias correction embedded in equation
832,chestnut oak,16,4,0,0,1.97742,1.27701,,d.b.h.^2,yes,0,0,0.99,3.05,27.43,34,4.2,,in,lb,na,,,y,1,34,"0.35' stump (avg between 0.2' and 0.5' for 1-5"" and 5-11-inch d.b.h., respectively); bias correction included in the model; segmented equation has the same R2 as its other half"
832,chestnut oak,16,4,0,0,0.86674,1.47585,,d.b.h.^2,yes,0,0,0.98,14.22,27.69,18,6,,in,lb,na,,,y,1,36,0.5' stump; bias correction included in the model; segmented equation has the same R2 as its other half
832,chestnut oak,16,4,0,0,3.40602,1.19049,,d.b.h.^2,yes,0,0,0.98,29.21,56.64,32,7.2,,in,lb,na,,,y,1,36,0.6' stump; bias correction included in the model; segmented equation has the same R2 as its other half
832,chestnut oak,16,1,-1.619,2.926,1,,,d.b.h.,yes,1.013,0,0.99,10.6,57.5,10,0,,cm,kg,na,c,,,1,102,stump not mentioned but tree height to base is recorded so assume no stump; all branches
832,chestnut oak,16,4,0,0,2.12015,2.53442,,d.b.h.,no,0,0,0.99,5.08,40.64,19,6,,in,lb,na,,,,1,175,6-inch stump; sample size between 19 and 22 for all species (use 19 as conservative estimate)
832,chestnut oak,18,1,-2.323,2.214,1,,,d.b.h.,yes,1.142,0,0.82,10.6,57.5,10,,,cm,kg,fl,c,,,1,102,stump not mentioned but tree height to base is recorded so assume no stump; all branches
833,northern red oak,1,2,7.4779,0,1.0489,1,,d.b.h.,no,0,0.944,0,0.1,2.54,14,,,in,g,rts,,,,1,177,no c reported; includes roots <= 1-inch
833,northern red oak,2,2,-2.972,-0.017,2.873,1,,d.b.h.,yes,1.05,0,0.99,2.8,69.5,16,0,,cm,kg,ag,,,,1,29,CF did not improve predictions thus not used by authors; d.b.h. range based on reported range in sample stands; authors included estimate for 10 cm stump height
833,northern red oak,2,1,-1.259,2.644,1,,,d.b.h.,yes,1.008,0,0.99,19.7,52,9,0,,cm,kg,ag,,,,1,102,stump not mentioned but tree height to base is recorded so assume no stump
833,northern red oak,2,2,4.9967,0,2.3944,1,,d.b.h.,no,0,0,0.99,2.5,55,,0,,cm,g,na,,,,1,114,developed from other equations
833,northern red oak,2,2,-2.299,0,2.649,1,,drc,no,0,0,0.99,0.22,3.99,20,0,,mm,g,na,,,,1,155,note very small stems; diameter at groundline
833,northern red oak,2,2,7.2395,0,1.0216,1,,d.b.h.,no,0,0.949,0,0.1,2.54,14,0,,in,g,ag,,,,1,177,no c reported; small trees cut at ground surface
833,northern red oak,3,4,11.0417,-0.5258,0.007678,2,,d.b.h.,no,0,0,0.98,2.5,55,32,12,,mm,kg,agm,,,,1,107,12-inch stump
833,northern red oak,3,4,0,0,0.01335,2.422,,d.b.h.,no,0,0,0.99,2.5,40,16,6,,cm,kg,na,a,,,1,117,equations selected for presentation here do not require additional variables for biomass estimation (additional equations presented)
833,northern red oak,4,4,0,0,2.40772,1.19591,,d.b.h.^2,yes,0,0,0.99,14.99,27.69,33,6,,in,lb,swm,,y,y,1,36,0.5' stump; bias correction included in the model; segmented equation has the same R2 as its other half
833,northern red oak,4,4,0,0,3.27347,1.13186,,d.b.h.^2,yes,0,0,0.99,28.19,62.74,38,7.2,,in,lb,swm,,y,y,1,36,0.6' stump; bias correction included in the model; segmented equation has the same R2 as its other half
833,northern red oak,4,1,-1.416,2.639,1,,,d.b.h.,yes,1.019,0,0.98,19.7,52,9,0,0,cm,kg,na,c,,,1,102,stump not mentioned but tree height to base is recorded so assume no stump
833,northern red oak,4,4,6.5823,-23.59697,7.4306,2,,d.b.h.,no,0,0,0.98,5.08,40.64,19,6,4,in,lb,swm,,,,1,175,6-inch stump to 4-inch top; sample size between 19 and 22 for all species (use 19 as conservative estimate)
833,northern red oak,5,1,-1.846,2.441,1,,,d.b.h.,yes,1.016,0,0.98,19.7,52,9,0,0,cm,kg,na,c,,,1,102,stump not mentioned but tree height to base is recorded so assume no stump
833,northern red oak,5,4,26.5183,-8.86139,1.38506,2,,d.b.h.,no,0,0,0.95,5.08,40.64,19,6,4,in,lb,sbm,,,,1,175,6-inch stump to 4-inch top; sample size between 19 and 22 for all species (use 19 as conservative estimate)
833,northern red oak,6,2,6.009,0,2.024,1,,d.b.h.,yes,0,0,0.99,11.4,72.9,14,6,0,cm,g,na,t,,,1,23,"data from ref 38; bias correction suggested by authors, eqn for finding c from SEE given; includes ""red oak group,"" not just Q. rubra;  assume 6-inch stump since no information on harvesting given"
833,northern red oak,6,2,-3.282,-0.024,2.974,1,,d.b.h.,yes,1.004,0,0.99,2.8,69.5,16,0,0,cm,kg,na,c,,,1,29,CF did not improve predictions thus not used by authors; d.b.h. range based on reported range in sample stands; authors included estimate for 10 cm stump height
833,northern red oak,6,4,0,0,3.11987,1.17348,,d.b.h.^2,yes,0,0,0.99,14.99,27.69,33,6,,in,lb,na,,y,y,1,36,0.5' stump; bias correction included in the model; segmented equation has the same R2 as its other half
833,northern red oak,6,4,0,0,3.82608,1.13093,,d.b.h.^2,yes,0,0,0.99,28.19,62.74,38,7.2,,in,lb,na,,y,y,1,36,0.6' stump; bias correction included in the model; segmented equation has the same R2 as its other half
833,northern red oak,6,2,5.1001,0,2.2451,1,,d.b.h.,no,0,0,0.99,0.7,13.6,25,0,0,cm,g,na,,,,1,57,stump ht not known; assume to stem tip
833,northern red oak,6,1,-1.113,2.523,1,,,d.b.h.,yes,0,0,0.98,5.5,35,10,0,0,cm,kg,na,t,,,1,60,d.b.h. range estimated from figure 3 in paper; stem cut at groundline; c used but not reported by authors
833,northern red oak,6,2,4.91,0,2.36,1,,d.b.h.,no,0,0,0.99,1,44.3,39,6,0,cm,g,na,t,,,1,74,no stump ht or top diameter mentioned
833,northern red oak,6,2,4.578,0,2.477,1,,d.b.h.,no,0,0.968,0,4,11.4,8,6,0,cm,g,na,t,,,1,86,stump ht measured but not recorded (assume 6-inch); c correction not necessary
833,northern red oak,6,4,5.31,-0.298,0.006,2,,d.b.h.,no,0,0,0.98,12.5,55,32,12,0,mm,kg,na,,,,1,107,12-inch stump including entire bole (no branches)
833,northern red oak,6,4,-12.638,-0.298,0.006,2,,d.b.h.,no,0,0,0.98,12.5,55,32,12,4,mm,kg,na,,,,1,107,12-inch stump to 10 cm (4-inch) top
833,northern red oak,6,2,4.9649,0,2.3225,1,,d.b.h.,no,0,0,1,0.7,55,,6,0,cm,g,na,,,,1,114,developed from other equations; stump height and top diam not available
833,northern red oak,6,4,33.1006,-32.45835,8.81566,2,,d.b.h.,no,0,0,0.98,5.08,40.64,19,6,4,in,lb,na,,,,1,175,6-inch stump to 4-inch top; sample size between 19 and 22 for all species (use 19 as conservative estimate)
833,northern red oak,8,1,-2.097,2.96,1,,,d.b.h.,yes,0,0,0.82,5.5,35,10,,,cm,kg,na,t,,,1,60,d.b.h. range estimated from figure 3 in paper; c used but not reported by authors
833,northern red oak,8,4,0,0,0.01684,2.514,,d.b.h.,no,0,0,0.91,2.5,40,16,,,cm,kg,na,,,,1,117,equations selected for presentation here do not require additional variables for biomass estimation (additional equations presented)
833,northern red oak,12,1,-2.816,3.274,1,,,d.b.h.,yes,0,0,0.91,5.5,35,10,,,cm,kg,na,t,,,1,60,d.b.h. range estimated from figure 3 in paper; c used but not reported by authors
833,northern red oak,12,4,0,0,0.000478,3.125,,d.b.h.,no,0,0,0.81,2.5,40,16,,,cm,kg,na,,,,1,117,equations selected for presentation here do not require additional variables for biomass estimation (additional equations presented)
833,northern red oak,13,2,1.683,0,2.934,1,,d.b.h.,yes,0,0,0.95,11.4,72.9,14,,,cm,g,na,t,,,1,23,"data from ref 38; bias correction suggested by authors, eqn for finding c from SEE given; includes ""red oak group,"" not just Q. rubra"
833,northern red oak,13,2,-5.932,0,3.014,1,,d.b.h.,yes,1.128,0,0.91,2.8,69.5,16,,,cm,kg,na,c,,,1,29,CF did improve predictions; d.b.h. range based on reported range in sample stands
833,northern red oak,13,2,2.1435,0,2.7291,1,,d.b.h.,yes,1.1652,0,0.94,0.7,13.6,25,,,cm,g,na,,,,1,57,c value used but not reported (for branches only according to authors)
833,northern red oak,13,2,2.5,0,2.63,1,,d.b.h.,no,0,0,0.91,1,44.3,39,,,cm,g,na,t,,,1,74,
833,northern red oak,13,2,1.791,0,2.909,1,,d.b.h.,no,0,0.978,0,4,11.4,8,,,cm,g,na,t,,,1,86,c correction not necessary
833,northern red oak,13,1,-2.66,3.026,1,,,d.b.h.,yes,1.151,0,0.9,19.7,52,9,,,cm,kg,na,c,,,1,102,
833,northern red oak,13,2,2.2867,0,2.8072,1,,d.b.h.,no,0,0,0.99,0.7,40.6,,,,cm,g,na,,,,1,114,developed from other equations
833,northern red oak,13,1,-0.21,2.26,1,,,d.b.h.,no,0,0,0,10.16,25,14,,,in,lb,na,,,,1,123,d.b.h. range taken from figure; no R2 or bias correction noted
833,northern red oak,13,4,66.63842,-14.64401,2.75334,2,,d.b.h.,no,0,0,0.85,5.08,40.64,19,,,in,lb,na,,,,1,175,no leaves; sample size between 19 and 22 for all species (use 19 as conservative estimate)
833,northern red oak,13,4,39.29224,-8.24105,2.04075,2,,d.b.h.,no,0,0,0.82,5.08,40.64,19,,,in,lb,na,,,,1,175,WOOD ONLY on branches; 19 conservative sample size because all spp between 19 and 22 stems
833,northern red oak,13,4,27.34618,-6.40296,0.71259,2,,d.b.h.,no,0,0,0.9,5.08,40.64,19,,,in,lb,na,,,,1,175,BARK ONLY on branches; 19 conservative sample size because all spp between 19 and 22 stems
833,northern red oak,14,4,0,0,0.40617,2.45522,,d.b.h.,no,0,0,0.98,5.08,40.64,19,6,,in,lb,na,,,,1,175,sample size between 19 and 22 for all species (use 19 as conservative estimate)
833,northern red oak,15,4,0,0,2.36123,1.24202,,d.b.h.^2,yes,0,0,0.99,14.99,27.69,33,6,0,in,lb,na,,,y,1,36,0.5' stump; bias correction included in the model; segmented equation has the same R2 as its other half
833,northern red oak,15,4,0,0,2.86474,1.20171,,d.b.h.^2,yes,0,0,0.99,28.19,62.74,38,7.2,0,in,lb,na,,,y,1,36,0.6' stump; bias correction included in the model; segmented equation has the same R2 as its other half
833,northern red oak,15,4,0,0,1.30152,2.7015,,d.b.h.,no,0,0,0.99,5.08,40.64,19,6,,in,lb,na,,,,1,175,sample size between 19 and 22 for all species (use 19 as conservative estimate)
833,northern red oak,16,4,0,0,2.4601,2.4572,,d.b.h.,yes,0,0,0.95,5.08,50.8,24,6,,in,lb,na,,,,1,18,assume 6-inch stump; foliage mass was deducted from those stems whose weight was measured during the growing season; bias correction embedded in equation
833,northern red oak,16,4,0,0,3.06739,1.22338,,d.b.h.^2,yes,0,0,0.99,14.99,27.69,33,6,,in,lb,na,,,y,1,36,0.5' stump; bias correction included in the model; segmented equation has the same R2 as its other half
833,northern red oak,16,4,0,0,3.28071,1.20936,,d.b.h.^2,yes,0,0,0.99,28.19,62.74,38,7.2,,in,lb,na,,,y,1,36,0.6' stump; bias correction included in the model; segmented equation has the same R2 as its other half
833,northern red oak,16,2,5.1342,0,2.3008,1,,d.b.h.,yes,1.0178,0,0.99,0.7,13.6,25,6,,cm,g,na,,,,1,57,"stump ht not mentioned; c value used for branches, but not reported"
833,northern red oak,16,2,5.03,0,2.39,1,,d.b.h.,no,0,0,0.99,1,44.3,39,6,,cm,g,na,t,,,1,74,no stump ht mentioned
833,northern red oak,16,1,-1.279,2.651,1,,,d.b.h.,yes,1.011,0,0.99,19.7,52,9,0,,cm,kg,na,c,,,1,102,stump not mentioned but tree height to base is recorded so assume no stump; all branches
833,northern red oak,16,4,0,0,1.68914,2.65978,,d.b.h.,no,0,0,0.99,5.08,40.64,19,6,,in,lb,na,,,,1,175,6-inch stump; sample size between 19 and 22 for all species (use 19 as conservative estimate)
833,northern red oak,18,2,3.358,0,1.735,1,,d.b.h.,yes,0,0,0.87,11.4,72.9,11,,,cm,g,fl,t,,,1,23,"data from ref 38; bias correction suggested by authors, eqn for finding c from SEE given; includes ""red oak group,"" not just Q. rubra"
833,northern red oak,18,4,-2.934,0.366,0,,,d.b.h.,no,0,0,0.88,2.8,69.5,15,,,cm,kg,fl,c,,,1,29,CF not presented by authors (linear equation); d.b.h. range based on reported range in sample stands
833,northern red oak,18,1,-2.864,3.169,1,,,d.b.h.,yes,0,0,0.85,5.5,35,10,,,cm,kg,fl,t,,,1,60,d.b.h. range estimated from figure 3 in paper; c used but not reported by authors
833,northern red oak,18,2,3.17,0,1.86,1,,d.b.h.,no,0,0,0.95,1,44.3,14,,,cm,g,fl,t,,,1,74,
833,northern red oak,18,2,2.318,0,2.187,1,,d.b.h.,no,0,0.862,0,4,11.4,8,,,cm,g,fl,t,,,1,86,c correction not necessary
833,northern red oak,18,1,-2.514,2.326,1,,,d.b.h.,yes,1.097,0,0.89,19.7,52,9,,,cm,kg,fl,c,,,1,102,stump not mentioned but tree height to base is recorded so assume no stump; all branches
833,northern red oak,18,4,11.042,-0.526,0.008,2,,d.b.h.,no,0,0,0.98,12.5,55,32,12,0,mm,kg,agm,,,,1,107,12-inch stump aboveground (whole tree including branches and foliage)
833,northern red oak,18,4,0,0,0.04801,1.455,,d.b.h.,no,0,0,0.81,2.5,40,16,,,cm,kg,na,,,,1,117,equations selected for presentation here do not require additional variables for biomass estimation (additional equations presented)
833,northern red oak,18,1,-0.53,1.86,1,,,d.b.h.,no,0,0,0,10.16,25,14,,,in,lb,fl,,,,1,123,"d.b.h. range taken from figure; no R2 or bias correction noted; includes Q. rubra, Q. falcata, and Q. coccinea"
833,northern red oak,18,2,-2.602,0,2.198,1,,drc,no,0,0,0.97,0.22,3.99,20,,,mm,g,na,,,,1,155,note very small stems; diameter at groundline
835,post oak,2,4,0,0,2.23774,1.21527,,d.b.h.^2,no,0,0,0.98,3.3,11.94,12,0,,in,lb,ag,,,,1,119,stem measured to groundline; this equation for mountain sites; authors rejected use of bias correction
835,post oak,3,4,0,0,2.2365,1.24077,,d.b.h.^2,yes,0,0,0.98,12.95,25.91,14,4.8,,in,lb,agm,,,y,1,35,0.4' stump (avg of 0.2' and 0.6' for trees between 1 and 4.9 and 5 and 10.9 in d.b.h.); bias correction included in the model; segmented equation has the same R2 as its other half
835,post oak,3,4,0,0,6.79066,1.00918,,d.b.h.^2,yes,0,0,0.98,28.45,53.09,12,12,,in,lb,agm,,,y,1,35,1' stump; bias correction included in the model; segmented equation has the same R2 as its other half
835,post oak,4,4,0,0,1.5301,1.21644,,d.b.h.^2,yes,0,0,0.98,12.95,25.91,14,4.8,,in,lb,swm,,y,y,1,35,total stem (to tip); 0.4' stump (avg of 0.2' and 0.6' for trees between 1 and 4.9 and 5 and 10.9 in d.b.h.); bias correction included in the model; segmented equation has the same R2 as its other half
835,post oak,4,4,0,0,5.81338,0.9381,,d.b.h.^2,yes,0,0,0.98,28.45,53.09,12,12,,in,lb,swm,,y,y,1,35,total stem (to tip); 1' stump; bias correction included in the model; segmented equation has the same R2 as its other half
835,post oak,6,4,0,0,1.69741,1.23153,,d.b.h.^2,yes,0,0,0.98,12.95,25.91,14,4.8,,in,lb,na,,y,y,1,35,0.4' stump (avg of 0.2' and 0.6' for trees between 1 and 4.9 and 5 and 10.9 in d.b.h.); bias correction included in the model; segmented equation has the same R2 as its other half
835,post oak,6,4,0,0,7.48033,0.92226,,d.b.h.^2,yes,0,0,0.98,28.45,53.09,12,12,,in,lb,na,,y,y,1,35,1' stump; bias correction included in the model; segmented equation has the same R2 as its other half
835,post oak,15,4,0,0,1.87993,1.22618,,d.b.h.^2,yes,0,0,0.98,12.95,25.91,14,4.8,,in,lb,na,,,y,1,35,0.4' stump (avg of 0.2' and 0.6' for trees between 1 and 4.9 and 5 and 10.9 in d.b.h.); bias correction included in the model; segmented equation has the same R2 as its other half
835,post oak,15,4,0,0,4.60998,1.03914,,d.b.h.^2,yes,0,0,0.98,28.45,53.09,12,12,,in,lb,na,,,y,1,35,1' stump; bias correction included in the model; segmented equation has the same R2 as its other half
835,post oak,16,4,0,0,2.17824,1.24051,,d.b.h.^2,yes,0,0,0.98,12.95,25.91,14,4.8,,in,lb,na,,,y,1,35,0.4' stump (avg of 0.2' and 0.6' for trees between 1 and 4.9 and 5 and 10.9 in d.b.h.); bias correction included in the model; segmented equation has the same R2 as its other half
835,post oak,16,4,0,0,6.65153,1.00744,,d.b.h.^2,yes,0,0,0.98,28.45,53.09,12,12,,in,lb,na,,,y,1,35,1' stump; bias correction included in the model; segmented equation has the same R2 as its other half
837,black oak,1,1,1.00005,2.10621,1,,,d.b.h.,no,0,0,0.97,30.48,88.9,26,,,in,lb,na,,,,1,87,no root diameter given
837,black oak,2,1,1.3069,1.3593,2,,,d.b.h.,yes,1.006,0,0.98,0.55,7.76,34,0,,cm,g,ag,,,,1,176,cut at ground line
837,black oak,3,2,-0.34052,0,2.65803,1,,d.b.h.,no,0,0,0,7.62,30.48,,6,,in,kg,na,,,,1,19,cited in ref 158; original reference not available
837,black oak,4,4,0,0,0.83649,1.39137,,d.b.h.^2,yes,0,0,0.98,15.78,26.67,9,6,,in,lb,swm,,y,y,1,36,0.5' stump; bias correction included in the model; segmented equation has the same R2 as its other half
837,black oak,4,4,0,0,5.50646,0.99842,,d.b.h.^2,yes,0,0,0.98,29.97,55.37,18,7.2,,in,lb,swm,,y,y,1,36,0.6' stump; bias correction included in the model; segmented equation has the same R2 as its other half
837,black oak,4,1,0.55932,2.12847,1,,,d.b.h.,no,0,0,0.95,30.48,88.9,26,12,4,in,lb,swo,c,,,1,87,"""merchantable bole"" above 12-inch stump; no bias correction"
837,black oak,4,4,231.83292,-71.11076,7.4306,2,,d.b.h.,no,0,0,0.99,5.08,40.64,19,6,4,in,lb,swm,,,,1,175,6-inch stump to 4-inch top; sample size between 19 and 22 for all species (use 19 as conservative estimate)
837,black oak,5,1,-0.0229,1.84814,1,,,d.b.h.,no,0,0,0.84,30.48,88.9,26,12,4,in,lb,sbo,c,,,1,87,12-inch stump to 4-inch top
837,black oak,5,4,61.26354,-17.00383,1.86656,2,,d.b.h.,no,0,0,0.98,5.08,40.64,19,6,4,in,lb,sbm,,,,1,175,6-inch stump to 4-inch top; sample size between 19 and 22 for all species (use 19 as conservative estimate)
837,black oak,6,4,0,0,1.27041,1.34023,,d.b.h.^2,yes,0,0,0.98,15.75,26.67,9,6,,in,lb,na,,y,y,1,36,0.5' stump; bias correction included in the model; segmented equation has the same R2 as its other half
837,black oak,6,4,0,0,5.90002,1.02003,,d.b.h.^2,yes,0,0,0.98,29.97,55.37,18,7.2,,in,lb,na,,y,y,1,36,0.6' stump; bias correction included in the model; segmented equation has the same R2 as its other half
837,black oak,6,1,0.63832,2.10813,1,,,d.b.h.,no,0,0,0.93,30.48,88.9,26,12,4,in,lb,na,c,,,1,87,12-inch stump to 4-inch top
837,black oak,6,4,293.09646,-88.1146,10.86577,2,,d.b.h.,no,0,0,0.99,5.08,40.64,19,6,4,in,lb,na,,,,1,175,6-inch stump to 4-inch top; sample size between 19 and 22 for all species (use 19 as conservative estimate)
837,black oak,12,1,-0.58932,1.90855,1,,,d.b.h.,no,0,0,0.43,30.48,88.9,26,,,in,lb,na,c,,,1,87,
837,black oak,13,4,101.75593,-27.87506,3.43396,2,,d.b.h.,no,0,0,0.89,5.08,40.64,19,,,in,lb,na,,,,1,175,no leaves; sample size between 19 and 22 for all species (use 19 as conservative estimate)
837,black oak,13,4,85.31269,-23.37203,2.80528,2,,d.b.h.,no,0,0,0.88,5.08,40.64,19,,,in,lb,na,,,,1,175,WOOD ONLY on branches; 19 conservative sample size because all spp between 19 and 22 stems
837,black oak,13,4,16.44324,-4.50303,0.62868,2,,d.b.h.,no,0,0,0.9,5.08,40.64,19,,,in,lb,na,,,,1,175,BARK ONLY on branches; 19 conservative sample size because all spp between 19 and 22 stems
837,black oak,14,4,0,0,0.40547,2.462,,d.b.h.,no,0,0,0.99,5.08,40.64,19,6,,in,lb,na,,,,1,175,sample size between 19 and 22 for all species (use 19 as conservative estimate)
837,black oak,15,4,0,0,0.85607,1.41438,,d.b.h.^2,yes,0,0,0.98,15.74,26.67,9,6,,in,lb,na,,,y,1,36,0.5' stump; bias correction included in the model; segmented equation has the same R2 as its other half
837,black oak,15,4,0,0,2.64971,1.17879,,d.b.h.^2,yes,0,0,0.98,29.97,55.37,18,7.2,,in,lb,na,,,y,1,36,0.6' stump; bias correction included in the model; segmented equation has the same R2 as its other half
837,black oak,15,4,0,0,1.73952,2.51206,,d.b.h.,no,0,0,0.99,5.08,40.64,19,6,,in,lb,na,,,,1,175,sample size between 19 and 22 for all species (use 19 as conservative estimate)
837,black oak,16,4,0,0,1.2927,1.36723,,d.b.h.^2,yes,0,0,0.98,15.75,26.67,9,6,,in,lb,na,,,y,1,36,0.5' stump; bias correction included in the model; segmented equation has the same R2 as its other half
837,black oak,16,4,0,0,2.5465,1.22586,,d.b.h.^2,yes,0,0,0.98,29.97,55.37,18,7.2,,in,lb,na,,,y,1,36,0.6' stump; bias correction included in the model; segmented equation has the same R2 as its other half
837,black oak,16,4,0,0,2.14567,2.50304,,d.b.h.,no,0,0,0.99,5.08,40.64,19,6,,in,lb,na,,,,1,175,6-inch stump; sample size between 19 and 22 for all species (use 19 as conservative estimate)
837,black oak,24,1,0.5058,2.09357,1,,,d.b.h.,no,0,0,0.88,30.48,88.9,26,,,in,lb,na,c,,,1,87,"includes ""foliage in season"""
837,black oak,33,1,0.38,2.12094,1,,,d.b.h.,no,0,0,0.99,30.48,88.9,26,12,,in,lb,rtm,c,,,1,87,12-inch stump; no root diameter given
837,black oak,33,1,0.28238,2.12145,1,,,d.b.h.,no,0,0,0.99,30.48,88.9,26,12,,in,lb,na,c,,,1,87,wood only on stump + roots (12-inch stump); no bias correction; no root diameter given
837,black oak,33,1,-0.31613,2.11888,1,,,d.b.h.,no,0,0,0.99,30.48,88.9,26,12,,in,lb,na,c,,,1,87,bark only on stump + roots (12-inch stump); no bias correction; no root diameter given
843,Silverleaf oak,2,1,2.6775,1.7728,1,,,d.b.h.,no,0,0,0.97,2,30,15,0,,cm,g,ag,a,,,1,173,estimate for d.b.h. range
843,Silverleaf oak,4,1,2.2409,1.901,1,,,d.b.h.,no,0,0,1,2,30,15,0,0,cm,g,na,,,,1,173,estimate for d.b.h. range
843,Silverleaf oak,5,1,1.8256,1.8673,1,,,d.b.h.,no,0,0,1,2,30,15,0,0,cm,g,na,,,,1,173,estimate for d.b.h. range
843,Silverleaf oak,6,1,2.3819,1.8933,1,,,d.b.h.,no,0,0,1,2,30,15,0,0,cm,g,na,,,,1,173,estimate for d.b.h. range
843,Silverleaf oak,13,1,1.9187,1.9353,1,,,d.b.h.,no,0,0,0.97,2,30,15,,,cm,g,na,,,,1,173,estimate for d.b.h. range
843,Silverleaf oak,20,1,2.0387,0.9376,1,,,d.b.h.,no,0,0,0.97,2,30,15,,,cm,g,na,,,,1,173,"estimate for d.b.h. range; ""older foliage"" equation"
