"","BIOME","Species","GF","log.LL","log.LMA"
"1421","DESERT","Oxygraphis glacialis","H",NA,1.84
"1422","DESERT","Oxyria digyna","H",NA,1.65
"1423","DESERT","Oxytropis incanescens","H",NA,2.01
"1424","DESERT","Papaver involucratum","H",NA,1.86
"1425","DESERT","Primula macrophylla","H",NA,2.03
"1426","DESERT","Rheum spiciforme","H",NA,2.07
"1427","DESERT","Rhodiola gelida","H",NA,1.98
"1428","DESERT","Rhodiola pamiroalaica","H",NA,1.64
"1429","DESERT","Saxifraga hirculus","H",NA,1.94
"1430","DESERT","Sibbaldia tetrandra","H",NA,1.95
"1431","DESERT","Smelowskia pectinata","H",NA,1.61
"1432","DESERT","Swertia marginata","H",NA,1.74
"1433","DESERT","Valeriana fedtschenkoi","H",NA,1.71
"1434","DESERT","Calamagrostis anthoxanthoides","G",NA,1.7
"1435","DESERT","Carex melanantha","G",NA,1.78
"1436","DESERT","Carex stenocarpa","G",NA,1.64
"1437","DESERT","Chenopodium foliosum","H",NA,1.82
"1438","DESERT","Geranium himalayense","H",NA,1.68
"1439","DESERT","Leontopodium ochroleucum","H",NA,1.9
"1440","DESERT","Lonicera semenovii","S",NA,1.89
"1441","DESERT","Potentilla pamirica","H",NA,2.11
"1442","DESERT","Ranunculus rufosepalus","H",NA,1.74
"1443","DESERT","Rhodiola heterodonta","H",NA,2.01
"1444","DESERT","Sophiopsis annua","H",NA,1.9
"1445","BOREAL","Impatiens noli-tangere","H",NA,1.16
"1446","BOREAL","Capsella bursa-pastoris","H",NA,1.39
"1447","BOREAL","Lepidium ruderale","H",NA,1.7
"1448","BOREAL","Thlaspi arvense","H",NA,1.61
"1449","BOREAL","Spergula arvensis","H",NA,1.95
"1450","BOREAL","Stellaria media","H",NA,1.49
"1451","BOREAL","Chenopodium album","H",NA,1.24
"1452","BOREAL","Fumaria officinalis","H",NA,1.36
"1453","BOREAL","Erodium cicutarium","H",NA,1.26
"1454","BOREAL","Polygonum aviculare","H",NA,1.47
"1455","BOREAL","Melampyrum pratense","H",NA,1.69
"1456","BOREAL","Spergularia rubra","H",NA,1.91
"1457","BOREAL","Leucanthemum vulgare","H",NA,1.48
"1458","BOREAL","Campanula sibirica","H",NA,1.93
"1459","BOREAL","Hyoscyamus niger","H",NA,1.25
"1460","BOREAL","Aegopodium podagraria","H",NA,1.52
"1461","BOREAL","Vincetoxicum hirundinaria","H",NA,1.51
"1462","BOREAL","Antennaria dioica","H",NA,1.6
"1463","BOREAL","Anthemis tinctoria","H",NA,1.88
"1464","BOREAL","Arctium tomentosum","H",NA,1.3
"1465","BOREAL","Artemisia absinthium","H",NA,1.38
"1466","BOREAL","Artemisia vulgaris","H",NA,1.53
"1467","BOREAL","Aster amellus","H",NA,1.99
"1468","BOREAL","Cacalia hastata","H",NA,1.27
"1469","BOREAL","Cirsium arvense","H",NA,1.58
"1470","BOREAL","Echinops ritro","H",NA,2.08
"1471","BOREAL","Inula hirta","H",NA,1.67
"1472","BOREAL","Tanacetum vulgare","H",NA,1.63
"1473","BOREAL","Myosotis palustris","H",NA,1.4
"1474","BOREAL","Onobrychis arenaria","H",NA,2.05
"1475","BOREAL","Bunias orientalis","H",NA,1.62
"1476","BOREAL","Dianthus acicularis","H",NA,1.85
"1477","BOREAL","Dianthus versicolor","H",NA,1.75
"1478","BOREAL","Sedum acre","H",NA,2.3
"1479","BOREAL","Sedum purpureum","H",NA,1.81
"1480","BOREAL","Knautia arvensis","H",NA,1.59
"1481","BOREAL","Lathyrus vernus","H",NA,1.3
"1482","BOREAL","Lupinus polyphyllus","H",NA,1.5
"1483","BOREAL","Origanum vulgare","H",NA,1.69
"1484","BOREAL","Trifolium pratense","H",NA,1.59
"1485","BOREAL","Trifolium repens","H",NA,1.55
"1486","BOREAL","Herniaria glabra","H",NA,2.04
"1487","BOREAL","Betonica officinalis","H",NA,1.51
"1488","BOREAL","Glechoma hederaceae","H",NA,1.34
"1489","BOREAL","Chamaenerion angustifolium","H",NA,1.56
"1490","BOREAL","Plantago media","H",NA,1.58
"1491","BOREAL","Polygala sibirica","H",NA,1.84
"1492","BOREAL","Polygala vulgaris","H",NA,1.83
"1493","BOREAL","Polygonum bistorta","H",NA,1.38
"1494","BOREAL","Rumex acetosella","H",NA,1.83
"1495","BOREAL","Trientalis europaea","H",NA,1.35
"1496","BOREAL","Adonis vernalis","H",NA,1.84
"1497","BOREAL","Anemone sylvestris","H",NA,1.71
"1498","BOREAL","Aquilegia vulgaris","H",NA,1.53
"1499","BOREAL","Caltha palustris","H",NA,1.45
"1500","BOREAL","Thalictrum simplex","H",NA,1.64
"1501","BOREAL","Trollius europaeus","H",NA,1.63
"1502","BOREAL","Filipendula ulmaria","H",NA,1.73
"1503","BOREAL","Filipendula vulgaris","H",NA,1.67
"1504","BOREAL","Fragaria vesca","H",NA,1.41
"1505","BOREAL","Fragaria viridis","H",NA,1.71
"1506","BOREAL","Potentilla erecta","H",NA,1.51
"1507","BOREAL","Sanguisorba officinalis","H",NA,1.48
"1508","BOREAL","Galium boreale","H",NA,1.83
"1509","BOREAL","Galium mollugo","H",NA,1.41
"1510","BOREAL","Galium verum","H",NA,1.53
"1511","BOREAL","Chrysosplenium alternifolium","H",NA,1.26
"1512","BOREAL","Digitalis grandiflora","H",NA,1.52
"1513","BOREAL","Verbascum thapsus","H",NA,1.47
"1514","BOREAL","Veronica chamaedrys","H",NA,1.51
"1515","BOREAL","Veronica longifolia","H",NA,1.8
"1516","BOREAL","Veronica spicata","H",NA,1.89
"1517","BOREAL","Viola canina","H",NA,1.52
"1518","BOREAL","Viola mirabilis","H",NA,1.23
"1519","BOREAL","Allium rubens","H",NA,2.05
"1520","BOREAL","Allium strictum","H",NA,1.92
"1521","BOREAL","Calla palustre","H",NA,1.52
"1522","BOREAL","Convallaria majalis","H",NA,1.37
"1523","BOREAL","Maianthemum bifolium","H",NA,1.41
"1524","BOREAL","Polygonatum officinale","H",NA,1.42
"1525","BOREAL","Lilium martagon","H",NA,1.59
"1526","BOREAL","Neottianthe cucullata","H",NA,1.34
"1527","BOREAL","Platanthera bifolia","H",NA,1.55
"1528","BOREAL","Linnaea borealis","S",NA,1.48
"1529","BOREAL","Genista tinctoria","S",NA,1.78
"1530","BOREAL","Moneses uniflora","S",NA,1.76
"1531","BOREAL","Orthilia secunda","S",NA,1.93
"1532","BOREAL","Pyrola media","S",NA,1.69
"1533","BOREAL","Pyrola minor","S",NA,1.53
"1534","BOREAL","Pyrola rotundifolia","S",NA,1.69
"1535","BOREAL","Vaccinium myrtillus","S",NA,1.36
"1536","BOREAL","Sparganium erectum","H",NA,1.74
"1537","BOREAL","Typha latifolia","H",NA,2.1
"1538","TEMP_FOR","Abies lasiocarpa","T",1.98,2.41
"1539","TEMP_FOR","Acomastylis rosii","H",0.3,1.92
"1540","TEMP_FOR","Arctostaphylos uva-ursi","S",1.26,2.11
"1541","TEMP_FOR","Bistorta bistortoides","H",0.3,1.92
"1542","TEMP_FOR","Picea engelmanii","T",1.95,2.49
"1543","TEMP_FOR","Pinus flexilis","T",1.56,2.56
"1544","TEMP_FOR","Psychrophila leptosepala","H",0.4,1.9
"1545","TEMP_FOR","Salix glauca","T",0.48,1.91
"1546","TEMP_FOR","Salix planifolia","T",0.48,1.91
"1547","TEMP_FOR","Vaccinium myrtillus","S",0.54,1.77
"1548","TEMP_FOR","Acer rubrum","T",0.72,1.8
"1549","TEMP_FOR","Eupatorium rugesum","H",0.68,1.33
"1550","TEMP_FOR","Galax aphylla","H",1.26,1.9
"1551","TEMP_FOR","Helianthus microcephalus","H",0.61,1.6
"1552","TEMP_FOR","Kalmia latifolia","T",1.56,2.02
"1553","TEMP_FOR","Liriodendron tulipifera","T",0.72,1.78
"1554","TEMP_FOR","Pinus rigida","T",1.52,2.31
"1555","TEMP_FOR","Pinus strobus","T",1.32,2.04
"1556","TEMP_FOR","Podophyllum peltatum","H",0.48,1.49
"1557","TEMP_FOR","Quercus coccinea","T",0.76,1.93
"1558","TEMP_FOR","Rhododendron maximum","T",1.68,2.31
"1559","TEMP_FOR","Robinia pseudoacacia","T",0.66,1.58
"1560","TEMP_FOR","Tsuga canadensis","T",1.78,2.09
"1561","TEMP_FOR","Veratrum parviflorum","H",0.56,1.53
"1562","WLAND","Atriplex canescens","H",0.85,2.4
"1563","WLAND","Baccharis angustifolia","T",0.4,1.98
"1564","WLAND","Eleagnus angustifolia","T",0.48,1.91
"1565","WLAND","Gutierrezia sarothrae","S",0.78,2.47
"1566","WLAND","Juniperus monosperma","T",1.89,2.89
"1567","WLAND","Larrea tridentata","S",1.08,2.4
"1568","WLAND","Pinus edulis","T",1.82,2.61
"1569","WLAND","Populus fremontii","T",0.48,2.08
"1570","WLAND","Prosopis glandulosa","T",0.85,2.29
"1571","WLAND","Quercus turbinella","T",0.9,2.18
"1572","TEMP_FOR","Lyonia lucida","S",1.29,2.38
"1573","TEMP_FOR","Persea borbonia","S",1.26,2.05
"1574","TEMP_FOR","Pinus palustris","T",1.51,2.41
"1575","TEMP_FOR","Pinus serotina","T",1.43,2.44
"1576","TEMP_FOR","Pterocaulon pycnostachyum","H",0.71,1.91
"1577","TEMP_FOR","Quercus laevis","T",0.88,2.01
"1578","TEMP_FOR","Quercus virginia var geminata","T",1.04,2.2
"1579","TEMP_FOR","Taxodium distichum","T",0.81,2.11
"1580","TEMP_FOR","Vaccinium arboreum","S",1.04,2.1
"1581","TEMP_FOR","Vaccinium corymbosum","S",0.88,2.01
"1582","TROP_RF","Aspidosperma album","T",1.52,2.08
"1583","TROP_RF","Bellucia grossularioides","T",0.92,2.11
"1584","TROP_RF","Caraipa heterocarpa","T",1.59,2.17
"1585","TROP_RF","Cecropia ficifolia","T",0.43,1.84
"1586","TROP_RF","Clidemia sericea","T",0.71,1.9
"1587","TROP_RF","Eperua leucantha","T",1.64,2.02
"1588","TROP_RF","Eperua purpurea","T",1.63,NA
"1589","TROP_RF","Goupia glabra","T",1.06,1.89
"1590","TROP_RF","Leguminosae sp","T",1.7,2.14
"1591","TROP_RF","Licania heteromorpha","T",1.6,2.17
"1592","TROP_RF","Manihot esculenta","S",0.18,1.56
"1593","TROP_RF","Miconia dispar","T",1.08,2.04
"1594","TROP_RF","Micrandra sprucei","T",1.7,2.23
"1595","TROP_RF","Micropholis magueirei","T",1.7,2.26
"1596","TROP_RF","Neea obovata","T",1.08,1.99
"1597","TROP_RF","Ocotea costulata","T",1.59,2.11
"1598","TROP_RF","Protium sp1","T",1.52,2.06
"1599","TROP_RF","Protium sp2","T",1.54,2.09
"1600","TROP_RF","Protium sp3","T",1.71,2.24
"1601","TROP_RF","Retiniphyllum truncatum","T",1.22,2.08
"1602","TROP_RF","Rhodognaphalopsis humilis","T",1.38,2.12
"1603","TROP_RF","Solanum straminifolia","T",0.3,1.54
"1604","TROP_RF","Vismia japurensis","T",0.84,1.98
"1605","TROP_RF","Vismia lauriformis","T",0.65,1.94
"1606","TEMP_FOR","Acer rubrum","T",0.74,1.78
"1607","TEMP_FOR","Acer saccharum","T",0.74,1.9
"1608","TEMP_FOR","Andromeda glaucophylla","S",1.11,2.12
"1609","TEMP_FOR","Arisaema triphyllum","H",NA,1.42
"1610","TEMP_FOR","Baptisia leucophaea","H",0.54,1.97
"1611","TEMP_FOR","Betula nigra","T",0.72,1.93
"1612","TEMP_FOR","Betula pumilla","T",0.78,2.03
"1613","TEMP_FOR","Carya ovata","T",0.75,1.95
"1614","TEMP_FOR","Caulophyllum thalictroides","H",NA,1.37
"1615","TEMP_FOR","Celtis occidentalis","T",0.74,1.92
"1616","TEMP_FOR","Chamaedaphne calyculata","S",1.11,1.94
"1617","TEMP_FOR","Cornus florida","T",0.75,1.97
"1618","TEMP_FOR","Cornus racemosa","S",0.78,1.91
"1619","TEMP_FOR","Dentaria laciniata","H",0.04,1.53
"1620","TEMP_FOR","Echinacea purpurea","H",0.6,1.89
"1621","TEMP_FOR","Erythronium americanum","H",0.28,1.65
"1622","TEMP_FOR","Fraxinus americana","T",0.76,1.86
"1623","TEMP_FOR","Ilex verticillata","S",0.78,1.96
"1624","TEMP_FOR","Juglans nigra","T",0.7,1.52
"1625","TEMP_FOR","Juniperus virginiana","T",NA,2.52
"1626","TEMP_FOR","Larix decidua","T",0.78,1.86
"1627","TEMP_FOR","Larix laricina","T",0.78,2.08
"1628","TEMP_FOR","Lonicera bella","S",0.83,1.92
"1629","TEMP_FOR","Picea glauca","T",1.78,2.46
"1630","TEMP_FOR","Picea mariana","T",1.78,2.47
"1631","TEMP_FOR","Pinus banksiana","T",1.43,2.39
"1632","TEMP_FOR","Pinus resinosa","T",1.56,2.47
"1633","TEMP_FOR","Pinus strobus","T",1.32,2.13
"1634","TEMP_FOR","Pinus sylvestris","T",1.43,2.47
"1635","TEMP_FOR","Podophyllum peltatum","H",0.48,1.51
"1636","TEMP_FOR","Populus deltoides","T",0.7,1.96
"1637","TEMP_FOR","Populus tremuloides","T",0.7,1.92
"1638","TEMP_FOR","Prunus serotina","T",0.74,2
"1639","TEMP_FOR","Quercus ellipsoidalis","T",0.78,2.02
"1640","TEMP_FOR","Quercus macrocarpa","T",0.78,1.94
"1641","TEMP_FOR","Rhamnus cathartica","S",0.83,1.94
"1642","TEMP_FOR","Sanguinaria canadensis","H",0.6,1.49
"1643","TEMP_FOR","Sarracenia purpurea","H",1.48,2.11
"1644","TEMP_FOR","Silphium integrifolium","H",0.6,1.93
"1645","TEMP_FOR","Silphium terebinthinaceum","H",0.48,1.88
"1646","TEMP_FOR","Thuja occidentalis","T",1.68,2.35
"1647","TEMP_FOR","Trillium grandiflora","H",0.57,1.45
"1648","TEMP_FOR","Ulmus americana","T",0.76,2.08
"1649","TEMP_FOR","Acer negundo","T",NA,1.57
"1650","TEMP_FOR","Acer pensylvanicum","T",NA,1.48
"1651","TEMP_FOR","Acer rubrum","T",NA,1.89
"1652","TEMP_FOR","Acer saccharum","T",NA,1.67
"1653","TEMP_FOR","Rhus typhina","T",NA,1.82
"1654","TEMP_FOR","Alnus rugosa","T",NA,1.78
"1655","TEMP_FOR","Betula alleghaniensis","T",NA,1.66
"1656","TEMP_FOR","Betula papyrifera","T",NA,1.86
"1657","TEMP_FOR","Carpinus caroliniana","T",NA,1.73
"1658","TEMP_FOR","Ostrya virginiana","T",NA,1.57
"1659","TEMP_FOR","Cornus alternifolia","T",NA,1.6
"1660","TEMP_FOR","Fagus grandifolia","T",NA,1.73
"1661","TEMP_FOR","Quercus alba","T",NA,1.68
"1662","TEMP_FOR","Quercus rubra","T",NA,1.74
"1663","TEMP_FOR","Quercus macrocarpa","T",NA,1.98
"1664","TEMP_FOR","Carya cordiformis","T",NA,1.64
"1665","TEMP_FOR","Carya ovata","T",NA,1.72
"1666","TEMP_FOR","Juglans cinerea","T",NA,1.79
"1667","TEMP_FOR","Fraxinus americana","T",NA,1.82
"1668","TEMP_FOR","Fraxinus nigra","T",NA,1.86
"1669","TEMP_FOR","Fraxinus pennsylvanica","T",NA,1.94
"1670","TEMP_FOR","Prunus serotina","T",NA,1.78
"1671","TEMP_FOR","Prunus pennsylvanica","T",NA,1.7
"1672","TEMP_FOR","Prunus virginiana","T",NA,1.92
"1673","TEMP_FOR","Malus sp","T",NA,1.9
"1674","TEMP_FOR","Populus balsamifera","T",NA,1.85
"1675","TEMP_FOR","Populus deltoides","T",NA,1.85
"1676","TEMP_FOR","Populus grandidentata","T",NA,1.8
"1677","TEMP_FOR","Populus tremuloides","T",NA,1.9
"1678","TEMP_FOR","Salix nigra","T",NA,1.75
"1679","TEMP_FOR","Tilia americana","T",NA,1.74
"1680","TEMP_FOR","Ulmus americana","T",NA,1.79
"1681","TEMP_FOR","Ulmus rubra","T",NA,1.78
"1682","TEMP_FOR","Ulmus thomasii","T",NA,1.81
"1683","WLAND","Acacia mimula","T",NA,2.27
"1684","WLAND","Buchanania obovata","T",NA,2.12
"1685","WLAND","Erythrophleum chlorostachys","T",NA,1.96
"1686","WLAND","Eucalyptus clavigera","T",NA,2.27
"1687","WLAND","Eucalyptus miniata","T",NA,2.26
"1688","WLAND","Eucalyptus porrecta","T",NA,2.11
"1689","WLAND","Eucalyptus tectifica","T",NA,2.12
"1690","WLAND","Eucalyptus tetradonta","T",NA,2.35
"1691","WLAND","Livistona humilis","T",NA,2.37
"1692","WLAND","Planchonia careya","T",NA,2.05
"1693","WLAND","Xanthostemon paradoxus","T",NA,2.11
"1694","WLAND","Acacia dimidiata","S",NA,2.3
"1695","WLAND","Buchanania obovata","T",NA,2.21
"1696","WLAND","Eucalyptus bleeseri","T",NA,2.36
"1697","WLAND","Eucalyptus conferiflora","T",NA,2.15
"1698","WLAND","Eucalyptus miniata","T",NA,2.33
"1699","WLAND","Eucalyptus tectifica","T",NA,2.32
"1700","WLAND","Eucalyptus tetrodonta","T",NA,2.41
"1701","WLAND","Grevillea pyramidalis","S",NA,2.99
"1702","WLAND","Lysiphyllum cunninghamii","T",NA,2.16
"1703","WLAND","Petalostigma quadriloculare","S",NA,2.31
"1704","WLAND","Planchonia careya","T",NA,2.2
"1705","WLAND","Acacia holosericea","T",NA,2.45
"1706","WLAND","Carissa lanceolata","S",NA,2.35
"1707","WLAND","Eucalyptus brevifolia","T",NA,2.47
"1708","WLAND","Eucalyptus pruinosa","T",NA,2.38
"1709","WLAND","Eucalyptus pruinosa","T",NA,2.35
"1710","WLAND","Eucalyptus tectifica","T",NA,2.42
"1711","WLAND","Eucalyptus terminalis","T",NA,2.41
"1712","WLAND","Hakea arborescens","T",NA,2.6
"1713","WLAND","Lysiphyllum cunninghamii","T",NA,2.14
"1714","WLAND","Melaleuca sp","S",NA,2.78
"1715","WLAND","Cochlospermum fraseri","T",NA,2.07
"1716","WLAND","Cycas armstrongii","S",NA,2.17
"1717","WLAND","Erythrophleum chlorostachys","T",NA,2.01
"1718","WLAND","Eucalyptus miniata","T",NA,2.3
"1719","WLAND","Eucalyptus nesophilla","T",NA,2.2
"1720","WLAND","Eucalyptus tetrodonta","T",NA,2.34
"1721","WLAND","Livistona humilis","T",NA,2.3
"1722","WLAND","Persoonia falcata","S",NA,2.32
"1723","WLAND","Eucalyptus brevifolia","T",NA,2.46
"1724","WLAND","Eucalyptus terminalis","T",NA,2.45
"1725","WLAND","Grevillea dimidiata","S",NA,2.52
"1726","WLAND","Hakea leucoptera","T",NA,3.17
"1727","WLAND","Lysiphyllum cunninghamii","T",NA,2
"1728","WLAND","Terminalia arostrata","T",NA,2.36
"1729","WLAND","Terminalia canescens","T",NA,2.28
"1730","WLAND","Ventilago viminalis","V",NA,2.68
"1731","TEMP_FOR","Agrimonia gryposepala","H",NA,1.69
"1732","TEMP_FOR","Asclepias syriaca","H",NA,1.74
"1733","TEMP_FOR","Aster acuminatus","H",NA,1.34
"1734","TEMP_FOR","Brassica oleracea","H",NA,1.46
"1735","TEMP_FOR","Centaurea nigra","H",NA,1.83
"1736","TEMP_FOR","Chrysanthemum leucanthemum","H",NA,1.77
"1737","TEMP_FOR","Cichorium intybus","H",NA,1.76
"1738","TEMP_FOR","Dactylis glomerata","G",NA,1.66
"1739","TEMP_FOR","Epilobium glandulosum","H",NA,1.59
"1740","TEMP_FOR","Epipactis helleborine","H",NA,1.43
"1741","TEMP_FOR","Erigeron strigosus","H",NA,1.47
"1742","TEMP_FOR","Galeopsis tetrahit","H",NA,1.64
"1743","TEMP_FOR","Hieracium scabrum","H",NA,1.33
"1744","TEMP_FOR","Hypericum perforatum","H",NA,1.61
"1745","TEMP_FOR","Impatiens capensis","H",NA,1.27
"1746","TEMP_FOR","Lobelia inflata","H",NA,1.39
"1747","TEMP_FOR","Lythrum salicaria","H",NA,1.79
"1748","TEMP_FOR","Maianthemum canadense","H",NA,1.46
"1749","TEMP_FOR","Melilotus alba","H",NA,1.72
"1750","TEMP_FOR","Oenothera blennis","H",NA,1.71
"1751","TEMP_FOR","Oenothera perennis","H",NA,1.31
"1752","TEMP_FOR","Oxalis stricta","H",NA,1.24
"1753","TEMP_FOR","Phleum pratense","G",NA,1.76
"1754","TEMP_FOR","Plantago major","H",NA,1.72
"1755","TEMP_FOR","Polygonum persicaria","H",NA,1.68
"1756","TEMP_FOR","Potentilla simplex","H",NA,1.5
"1757","TEMP_FOR","Prunella vulgaris","H",NA,1.42
"1758","TEMP_FOR","Pyrola elliptica","H",NA,1.7
"1759","TEMP_FOR","Rudbeckia hirta","H",NA,1.84
"1760","TEMP_FOR","Solidago canadensis","H",NA,1.67
"1761","TEMP_FOR","Sonchus arvensis","H",NA,1.69
"1762","TEMP_FOR","Spiraea tomentosa","S",NA,1.75
"1763","TEMP_FOR","Trifolium pratense","H",NA,1.72
"1764","TEMP_FOR","Veronica officinalis","H",NA,1.58
"1765","TEMP_FOR","Acer rubrum","T",0.78,1.85
"1766","TEMP_FOR","Alnus rugosa","T",0.78,1.96
"1767","TEMP_FOR","Andromeda glaucophylla","S",1.26,2.37
"1768","TEMP_FOR","Aronia melanocarpa","S",0.78,1.99
"1769","TEMP_FOR","Betula populifolia","T",0.78,1.77
"1770","TEMP_FOR","Betula pumila","T",0.78,1.93
"1771","TEMP_FOR","Chamaedaphne calyculata","S",1.26,2.07
"1772","TEMP_FOR","Comptonia peregrina","T",0.78,1.88
"1773","TEMP_FOR","Gaylussacia baccata","S",0.78,1.83
"1774","TEMP_FOR","Ilex verticillata","S",0.78,1.72
"1775","TEMP_FOR","Kalmia angustifolia","T",1.26,2.08
"1776","TEMP_FOR","Kalmia polifolia","T",1.26,2.15
"1777","TEMP_FOR","Larix laricina","T",0.78,NA
"1778","TEMP_FOR","Ledum groenlandicum","S",1.26,2.05
"1779","TEMP_FOR","Nemopanthus mucronata","S",0.78,1.8
"1780","TEMP_FOR","Picea glauca","T",1.48,NA
"1781","TEMP_FOR","Picea mariana","T",1.48,NA
"1782","TEMP_FOR","Pinus strobus","T",1.26,NA
"1783","TEMP_FOR","Populus tremuloides","T",0.78,1.96
"1784","TEMP_FOR","Rubus hispidus","T",0.78,1.84
"1785","TEMP_FOR","Salix fragilis","T",0.78,1.98
"1786","TEMP_FOR","Sarracenia purpurea","H",1.48,1.95
"1787","TEMP_FOR","Spiraea alba","S",0.78,1.91
"1788","TEMP_FOR","Spiraea tomentosa","S",0.78,1.88
"1789","TEMP_FOR","Thuja occidentalis","T",1.26,NA
"1790","TEMP_FOR","Ulmus americana","T",0.78,1.86
"1791","TEMP_FOR","Vaccinium myrtilLoides","S",0.78,1.95
"1792","TEMP_FOR","Viburnum cassinoides","S",0.78,1.94
"1793","TROP_RF","Beureria cumanensis","T",0.93,1.94
"1794","TROP_RF","Capparis verrucosa","S",1.08,2.05
"1795","TROP_RF","Capparis aristiguetae","S",1.08,2.16
"1796","TROP_RF","Coursetia arborea","T",0.78,1.57
"1797","TROP_RF","Lonchocarpus dipteroneurus","T",0.85,1.62
"1798","TROP_RF","Mansoa verrucifera","V",0.78,1.76
"1799","TROP_RF","Memora sp","V",1.04,2.11
"1800","TROP_RF","Morisonia americana","T",1.08,2.17
"1801","TROP_RF","Pithecellobium dulce","T",0.93,1.82
"1802","TROP_RF","Pithecellobium ligustrinum","T",0.98,1.81
"1803","TROP_FOR","Aspidosperma album","T",NA,2.27
"1804","TROP_FOR","Catostemma sp","T",NA,2.33
"1805","TROP_FOR","Clusia sp","T",NA,2.33
"1806","TROP_FOR","Heteropteris sp","T",NA,2.22
"1807","TROP_FOR","Hirtella punctillata","T",NA,2.32
"1808","TROP_FOR","Humiria balsamifera","T",NA,2.3
"1809","TROP_FOR","Macairea rufescens","T",NA,2.36
"1810","TROP_FOR","Mouriri incitheca","T",NA,2.57
"1811","TROP_FOR","Ocotea esmereldana","T",NA,2.26
"1812","TROP_FOR","Remijia morilloi","T",NA,2.55
"1813","TROP_FOR","Retiniphyllum concolor","T",NA,2.21
"1814","TROP_FOR","Rodognaphalopsis discolor","T",NA,2.57
"1815","WLAND","Allocasuarina pusilla","S",NA,2.59
"1816","WLAND","Banksia marginata","S",NA,2.35
"1817","WLAND","Banksia ornata","S",NA,2.42
"1818","WLAND","Calytrix alpestris","S",NA,2.68
"1819","WLAND","Hibbertia riparia","S",NA,2.28
"1820","WLAND","Hibbertia sericea","S",NA,2.68
"1821","WLAND","Hypolaena fastigiata","G",NA,2.68
"1822","WLAND","Lepidosperma carphoides","G",NA,2.64
"1823","WLAND","Lepidosperma laterale","G",NA,2.64
"1824","WLAND","Phyllota remota","S",NA,2.25
"1825","WLAND","Xanthorrhoea australis","S",NA,2.74
"1826","WLAND","Baeckea crassifolia","S",NA,2.54
"1827","WLAND","Eucalyptus foecunda","T",NA,2.52
"1828","WLAND","Eucalyptus incrassata","T",NA,2.66
"1829","WLAND","Hakea muellerana","S",NA,2.49
"1830","WLAND","Lepidosperma laterale","G",NA,2.59
"1831","WLAND","Melaleuca uncinata","S",NA,2.66
"1832","TEMP_FOR","Banksia marginata","S",NA,2.17
"1833","TEMP_FOR","Eucalyptus baxteri","T",NA,2.4
"1834","TEMP_FOR","Eucalyptus obliqua","T",NA,2.36
"1835","TEMP_FOR","Lepidosperma semiteres","G",NA,2.66
"1836","TEMP_FOR","Leptospermum myrsinoides","S",NA,2.17
"1837","TROP_RF","Adinandra dumosa","T",NA,2.04
"1838","TROP_RF","Dillenia suffruticosa","S",NA,1.93
"1839","TROP_RF","Melastoma malabathricum","S",NA,1.89
"1840","TROP_RF","Macaranga heynei","T",NA,1.83
"1841","TROP_RF","Mallotus paniculatus","T",NA,1.83
"1842","TROP_RF","Trema tomentosa","T",NA,1.69
"1843","ALPINE","Aconogonon campanulatum","H",NA,1.71
"1844","ALPINE","Anemone rupicola","H",NA,1.91
"1845","ALPINE","Athylium wallichianum","F",NA,1.94
"1846","ALPINE","Bistorta amplexicaulis","H",NA,1.68
"1847","ALPINE","Cremanthodium pinnatifidum","H",NA,1.53
"1848","ALPINE","Lagotis kunawarensis","H",NA,1.77
"1849","ALPINE","Picrorhiza scrophulariiflora","H",NA,1.7
"1850","ALPINE","Potentilla contigua","H",NA,1.75
"1851","ALPINE","Potentilla peduncularis","H",NA,1.89
"1852","ALPINE","Rheum acuminatum","H",NA,1.57
"1853","ALPINE","Rheum nobile","H",NA,1.78
"1854","ALPINE","Rhododendron anthopogon","S",NA,2.24
"1855","ALPINE","Salix anticecrenata Monadelpha","S",NA,1.93
"1856","ALPINE","Saussurea gossypiphora","H",NA,1.84
"1857","ALPINE","Swertia acaulis","H",NA,1.8
"1858","WLAND","Ipomoea carnea","S",NA,NA
"1859","WLAND","Jatropha gossypifolia","S",NA,NA
"1860","WLAND","Alternanthera crucis","H",NA,NA
"1861","WLAND","Prosopis juliflora","T",NA,NA
"1862","WLAND","Capparis odoratissima","T",NA,NA
"1863","TEMP_FOR","Achillea millefolium","H",NA,1.89
"1864","TEMP_FOR","Agastache foeniculum","H",NA,1.97
"1865","TEMP_FOR","Agropyron repens","G",0.24,1.79
"1866","TEMP_FOR","Agrostis scabra","G",NA,1.93
"1867","TEMP_FOR","Ambrosia artemisiifolia","H",0.17,1.89
"1868","TEMP_FOR","Andropogon gerardi","G",0.38,1.99
"1869","TEMP_FOR","Anemone cylindrica","H",0.32,1.97
"1870","TEMP_FOR","Asclepias syriaca","H",0.15,1.8
"1871","TEMP_FOR","Asclepias tuberosa","H",NA,1.92
"1872","TEMP_FOR","Aster azureus","H",NA,2.01
"1873","TEMP_FOR","Aster ericoides","H",NA,2.11
"1874","TEMP_FOR","Aster novaeanglieae","H",NA,1.82
"1875","TEMP_FOR","Astragalus candensis","H",NA,1.97
"1876","TEMP_FOR","Bouteloua curtipendula","G",NA,2.02
"1877","TEMP_FOR","Calamovilfa longifolia","G",NA,2.14
"1878","TEMP_FOR","Coreopsis palmata","H",NA,2.18
